id,age,sex,race,specialty,weeks_per_year,hours_per_week,it_use,minority_health_cme,survey_weight
500838,60,M,Asian,Ob/Gyn,49,63,Not available,0,107.23352
500839,50,M,White,Surgical Specialties,51,80,Available and used,0,88.542715
500840,70,F,Hispanic,Family/GP,48,53,Available and used,1,79.337824
500841,35,F,White,Internal Medicine,48,50,Available and used,0,107.653456
500842,45,M,Hispanic,Family/GP,52,52,Available and used,1,86.916119
500843,40,M,Hispanic,Pediatrics,48,41,Not available,1,80.923227
500844,60,M,White,Family/GP,48,48,Available and used,1,79.270605
500845,40,M,White,Family/GP,49,55,Available and used,0,80.868045
500846,55,M,White,Ob/Gyn,50,64,Available and used,0,77.276923
500847,40,M,Asian,Medical Specialties,44,60,Available and used,1,91.144667
500848,45,M,Asian,Medical Specialties,52,47,Available and used,0,89.365111
500849,40,F,White,Medical Specialties,48,55,Available and used,0,101.43178499999999
500850,55,M,White,Surgical Specialties,42,60,Not available,1,85.16672
500851,40,M,Hispanic,Internal Medicine,49,62,Available and used,0,96.248932
500852,35,F,White,Pediatrics,50,58,Available and used,0,77.759587
500853,60,F,White,Psychiatry,47,60,Not available,1,80.739544
500854,45,M,Asian,Family/GP,48,40,Available and used,0,113.80547
500855,40,F,White,Pediatrics,47,48,Available and used,0,70.199906
500856,45,M,Asian,Medical Specialties,40,80,Available and used,1,71.525142
500857,55,M,White,Surgical Specialties,40,52,Available and used,0,83.633516
500858,55,F,Other,Pediatrics,50,42,Available and used,1,97.015929
500859,50,M,White,Medical Specialties,50,42,Available and used,1,88.47259
500860,45,M,Asian,Psychiatry,49,60,Available and used,0,116.247146
500861,55,M,White,Medical Specialties,49,50,Available and used,0,105.871346
500862,60,M,White,Surgical Specialties,50,54,Available and used,0,69.187573
500863,50,M,White,Medical Specialties,46,48,Available and used,0,98.330166
500864,50,M,White,Family/GP,48,46,Available and used,1,72.657319
500865,40,F,White,Internal Medicine,50,40,Available and used,1,83.679929
500866,70,M,White,Medical Specialties,47,26,Available and used,0,78.874797
500867,40,F,Black,Surgical Specialties,47,39,Available and used,1,87.07388900000001
500868,40,M,Asian,Medical Specialties,46,70,Not available,0,96.302539
500869,65,M,White,Surgical Specialties,47,64,Available and used,1,57.527218999999995
500870,50,F,White,Psychiatry,45,51,Not available,1,105.91036299999999
500871,50,M,Black,Family/GP,50,60,Available and used,1,72.650082
500872,55,M,White,Internal Medicine,52,50,Available and used,1,95.669415
500873,55,M,White,Pediatrics,49,44,Available and used,0,70.463286
500874,60,M,White,Medical Specialties,44,49,Available and used,1,81.343285
500875,55,M,Asian,Psychiatry,50,46,Not available,0,99.91457199999999
500876,35,F,,Family/GP,48,80,Available and used,1,99.108035
500877,35,F,Asian,Pediatrics,48,30,Available and used,0,81.59487800000001
500878,50,F,White,Ob/Gyn,46,48,Available and used,1,88.454705
500879,55,M,White,Medical Specialties,47,80,Available and used,0,87.599498
500880,70,M,White,Medical Specialties,42,30,Available and used,0,71.45140699999999
500881,50,F,White,Ob/Gyn,49,46,Available and used,0,72.566283
500882,50,F,,Ob/Gyn,50,60,Available and used,1,93.375186
500883,55,M,White,Psychiatry,46,55,Not available,1,77.40427199999999
500884,50,M,White,Surgical Specialties,48,36,Available and used,0,96.352234
500885,50,M,White,Psychiatry,46,40,Available and used,1,97.761661
500886,55,M,White,Surgical Specialties,48,62,Available and used,0,110.056949
500887,55,M,White,Psychiatry,48,70,Available and used,1,84.288595
500888,50,F,White,Pediatrics,51,70,Not available,1,50.439464
500889,65,M,White,Medical Specialties,46,60,Available and used,1,82.808131
500890,45,M,White,Ob/Gyn,45,40,Available and used,1,92.958291
500891,35,F,White,Psychiatry,46,30,Available and used,0,81.700298
500892,65,M,White,Surgical Specialties,49,30,Not available,0,86.453875
500893,55,F,Hispanic,Medical Specialties,49,28,Available and used,1,68.055835
500894,45,F,Hispanic,Pediatrics,48,41,Available and used,1,67.03201
500895,55,M,White,Pediatrics,40,42,Available and used,1,88.93405600000001
500896,45,M,White,Family/GP,49,65,Available and used,1,64.555121
500897,60,M,White,Medical Specialties,46,50,Available and used,1,94.425285
500898,40,M,Asian,Internal Medicine,40,50,Available and used,1,95.415131
500899,40,M,Black,Internal Medicine,52,60,Available and used,1,106.60840900000001
500900,50,F,White,Medical Specialties,45,70,Available and used,0,111.201006
500901,50,F,White,Surgical Specialties,47,35,Available and used,0,95.125233
500902,35,F,White,Pediatrics,52,42,Available and used,1,92.763281
500903,50,M,Hispanic,Surgical Specialties,46,60,Available and used,-9,91.621032
500904,40,M,White,Surgical Specialties,48,65,Available and used,0,97.44420699999999
500905,45,M,,Pediatrics,52,55,Available and used,1,99.366866
500906,45,M,White,Family/GP,46,48,Available and used,0,98.111215
500907,50,M,White,Surgical Specialties,49,80,Available and used,0,120.17413700000002
500908,40,M,White,Medical Specialties,48,36,Available and used,0,84.367424
500909,45,F,White,Family/GP,48,60,Available and used,1,75.641921
500910,65,M,,Medical Specialties,44,54,Available and used,0,83.132964
500911,50,F,White,Pediatrics,52,40,Available and used,0,76.281894
500912,50,M,White,Medical Specialties,48,55,Available and used,1,73.29460999999999
500913,50,F,White,Ob/Gyn,44,50,Available and used,0,77.057126
500914,50,M,Asian,Internal Medicine,50,65,Available and used,0,89.00910400000001
500915,35,M,Asian,Internal Medicine,46,40,Available and used,0,108.30681899999999
500916,50,M,White,Surgical Specialties,50,40,Available and used,1,74.45115899999999
500917,35,F,White,Internal Medicine,49,38,Available and used,1,74.306126
500918,45,F,Asian,Pediatrics,52,45,Available and used,0,61.516979000000006
500919,45,M,White,Internal Medicine,52,47,Available and used,0,83.523155
500920,65,M,White,Pediatrics,45,32,Available and used,0,64.310949
500921,45,F,Asian,Internal Medicine,46,46,Available and used,1,111.39845
500922,65,M,White,Internal Medicine,50,32,"Avaliable, not used",1,84.691767
500923,50,M,White,Medical Specialties,48,70,Available and used,0,100.51021
500924,45,M,Black,Surgical Specialties,52,60,,0,85.086407
500925,50,M,Asian,Psychiatry,50,50,Not available,0,98.891064
500926,55,M,White,Ob/Gyn,52,80,Available and used,0,86.498312
500927,60,M,White,Internal Medicine,48,40,Not available,0,82.15320200000001
500928,60,M,White,Surgical Specialties,47,60,,0,76.808864
500929,35,M,White,Family/GP,40,42,Available and used,0,81.20747800000001
500930,50,M,White,Family/GP,47,45,Available and used,0,99.84155
500931,45,M,Asian,Medical Specialties,44,68,Available and used,0,102.073185
500932,50,M,Hispanic,Surgical Specialties,50,70,Not available,1,119.95636200000001
500933,60,F,White,Family/GP,52,64,Available and used,0,94.227628
500934,60,M,White,Ob/Gyn,44,28,Available and used,0,88.89135
500935,50,M,Hispanic,Pediatrics,52,70,Not available,1,71.430146
500936,45,M,White,Medical Specialties,47,60,Available and used,1,85.653615
500937,55,M,White,Family/GP,49,56,Available and used,1,72.02802199999999
500938,55,M,White,Surgical Specialties,48,45,Available and used,0,105.48599499999999
500939,45,M,White,Surgical Specialties,44,80,Available and used,1,73.857279
500940,70,M,White,Medical Specialties,46,25,Available and used,0,60.774014
500941,40,F,White,Pediatrics,46,39,Available and used,1,67.757483
500942,40,M,White,Medical Specialties,46,80,Available and used,0,72.600697
500943,65,M,White,Medical Specialties,48,60,Available and used,1,86.97520899999999
500944,50,M,White,Psychiatry,48,50,Available and used,0,92.855426
500945,35,F,White,Ob/Gyn,47,62,Available and used,1,97.814415
500946,45,F,Asian,Pediatrics,48,65,Available and used,1,77.165782
500947,65,M,,Medical Specialties,46,20,Available and used,0,105.26352299999999
500948,60,M,White,Family/GP,52,40,Not available,0,80.413565
500949,65,F,Asian,Ob/Gyn,48,30,Available and used,0,74.332418
500950,40,M,White,Medical Specialties,48,42,Available and used,0,104.788351
500951,65,M,White,Medical Specialties,47,50,Available and used,1,76.279105
500952,40,F,White,Family/GP,42,59,Available and used,1,83.011741
500953,50,M,White,Family/GP,46,40,Available and used,0,94.292029
500954,70,M,Asian,Surgical Specialties,48,7,Not available,0,65.03113499999999
500955,70,M,Hispanic,Surgical Specialties,46,27,Not available,0,67.304
500956,50,M,White,Psychiatry,45,50,Available and used,0,110.63687
500957,55,M,White,Medical Specialties,48,79,Available and used,1,82.815836
500958,70,M,White,Surgical Specialties,48,50,Available and used,0,71.232782
500959,40,M,White,Medical Specialties,50,40,Available and used,1,82.674998
500960,60,F,White,Ob/Gyn,40,40,Available and used,1,89.930604
500961,50,M,Asian,Medical Specialties,45,53,Available and used,1,106.56391599999999
500962,70,M,Asian,Family/GP,52,34,Not available,1,74.029517
500963,50,M,White,Psychiatry,52,60,Available and used,1,91.213998
500964,35,M,Black,Family/GP,47,48,Available and used,1,83.42463599999999
500965,45,M,White,Family/GP,47,60,Available and used,0,75.990301
500966,50,M,White,Ob/Gyn,49,58,Not available,0,88.297661
500967,45,M,White,Surgical Specialties,47,74,Available and used,0,74.352303
500968,45,F,White,Internal Medicine,49,39,Available and used,1,80.44136400000001
500969,55,F,White,Medical Specialties,51,35,Available and used,0,91.335161
500970,50,F,White,Pediatrics,48,36,Available and used,0,66.68675400000001
500971,70,M,,Surgical Specialties,48,58,Available and used,1,73.402283
500972,45,M,White,Family/GP,47,46,Available and used,0,80.80727900000001
500973,45,F,Asian,Ob/Gyn,40,50,Available and used,0,96.488553
500974,45,F,White,Medical Specialties,47,44,Available and used,0,87.39559
500975,45,M,Asian,Medical Specialties,48,50,Available and used,0,106.32091299999999
500976,55,M,Asian,Internal Medicine,49,40,Not available,0,106.22975100000001
500977,60,F,White,Medical Specialties,50,80,Available and used,1,89.538599
500978,45,M,White,Medical Specialties,48,70,Available and used,0,110.85442900000001
500979,50,M,White,Psychiatry,44,45,Available and used,1,86.446288
500980,35,M,Other,Internal Medicine,51,50,Available and used,1,87.852801
500981,45,M,White,Family/GP,48,46,Not available,0,80.205682
500982,60,M,White,Surgical Specialties,48,70,Available and used,0,77.228424
500983,65,M,White,Surgical Specialties,46,55,Available and used,1,77.099199
500984,55,M,White,Surgical Specialties,52,60,Available and used,0,86.30272
500985,45,M,White,Surgical Specialties,49,41,Available and used,1,82.674998
500986,45,M,White,Family/GP,40,25,Available and used,0,89.344487
500987,40,F,Asian,Medical Specialties,40,48,Available and used,0,107.40087199999999
500988,55,F,White,Family/GP,48,45,Available and used,1,93.416209
500989,60,F,White,Surgical Specialties,40,32,Available and used,0,96.327102
500990,40,M,Asian,Family/GP,48,41,Available and used,0,81.333275
500991,45,M,White,Surgical Specialties,48,70,Available and used,0,96.437206
500992,50,M,White,Psychiatry,47,43,Not available,1,93.765732
500993,70,M,White,Medical Specialties,52,53,Available and used,0,71.774613
500994,50,M,White,Medical Specialties,48,50,Available and used,0,102.80461600000001
500995,35,F,White,Surgical Specialties,46,45,Available and used,0,79.31779
500996,45,M,White,Ob/Gyn,48,70,Available and used,0,99.188086
500997,50,M,Black,Ob/Gyn,48,60,Available and used,0,89.44785
500998,40,F,Asian,Surgical Specialties,51,38,Available and used,1,72.743545
500999,50,M,White,Medical Specialties,40,32,Available and used,1,84.997813
501000,65,M,Black,Psychiatry,46,50,Available and used,1,72.922836
501001,45,M,White,Internal Medicine,48,12,Available and used,0,78.526525
501002,45,M,White,Medical Specialties,47,52,Not available,1,74.55484
501003,50,M,White,Family/GP,40,40,Available and used,0,108.04873500000001
501004,35,F,Asian,Family/GP,40,40,Available and used,0,116.82094
501005,40,M,Asian,Ob/Gyn,49,63,Available and used,1,66.22305899999999
501006,55,M,White,Internal Medicine,50,58,Available and used,1,79.06972900000001
501007,55,M,White,Family/GP,50,26,Not available,0,71.180207
501008,40,M,Asian,Internal Medicine,50,60,Available and used,1,98.356364
501009,50,M,White,Pediatrics,49,56,Available and used,0,71.566627
501010,40,M,White,Medical Specialties,52,41,Available and used,0,109.221576
501011,55,M,White,Medical Specialties,40,50,Available and used,0,89.526111
501012,65,M,White,Ob/Gyn,47,61,Available and used,1,106.782946
501013,60,M,White,Ob/Gyn,48,70,Available and used,0,87.772588
501014,40,M,White,Ob/Gyn,40,76,Available and used,0,79.663512
501015,40,M,Other,Family/GP,50,60,Not available,0,90.39641
501016,65,M,Asian,Psychiatry,50,67,Available and used,1,79.750782
501017,70,M,White,Surgical Specialties,40,30,Available and used,0,54.146803000000006
501018,40,F,Asian,Family/GP,48,50,Available and used,1,108.45918999999999
501019,60,M,White,Ob/Gyn,47,55,Available and used,0,74.879432
501020,35,M,White,Pediatrics,52,50,Available and used,0,78.550608
501021,50,F,White,Pediatrics,46,28,Available and used,1,60.420922999999995
501022,60,M,White,Surgical Specialties,44,76,Available and used,1,78.958507
501023,50,M,White,Surgical Specialties,48,75,Available and used,0,73.661296
501024,60,M,White,Surgical Specialties,49,50,Available and used,0,93.37244100000001
501025,40,M,Asian,Medical Specialties,47,40,Available and used,0,81.34578499999999
501026,65,M,Black,Psychiatry,46,80,Available and used,1,111.237738
501027,40,F,White,Family/GP,50,40,Available and used,0,104.767528
501028,55,M,White,Surgical Specialties,52,44,Available and used,0,74.36476400000001
501029,45,M,White,Medical Specialties,48,60,Not available,1,92.958291
501030,40,M,White,Medical Specialties,50,80,Available and used,0,86.148985
501031,40,M,White,Medical Specialties,50,44,Available and used,0,105.95607199999999
501032,45,F,White,Surgical Specialties,48,55,Not available,1,109.603703
501033,45,M,Hispanic,Medical Specialties,48,80,Available and used,0,101.764202
501034,40,M,White,Medical Specialties,40,71,Available and used,1,103.557936
501035,55,M,White,Medical Specialties,45,52,Available and used,1,77.454992
501036,45,M,White,Medical Specialties,48,80,Available and used,0,74.10100600000001
501037,40,M,White,Pediatrics,50,65,Available and used,0,60.603879000000006
501038,45,F,Black,Psychiatry,48,46,Available and used,1,110.805852
501039,40,F,Black,Medical Specialties,50,40,Available and used,0,70.84581700000001
501040,65,M,White,Psychiatry,49,50,Available and used,1,59.24251700000001
501041,55,M,White,Internal Medicine,48,57,Available and used,0,82.458056
501042,60,M,White,Ob/Gyn,45,55,Available and used,1,82.691407
501043,45,M,White,Medical Specialties,47,55,Available and used,1,70.31167099999999
501044,60,M,Asian,Internal Medicine,49,52,Not available,0,80.72176400000001
501045,40,F,White,Surgical Specialties,48,21,Available and used,0,87.520703
501046,70,M,White,Surgical Specialties,50,29,Available and used,0,73.333939
501047,65,M,Asian,Internal Medicine,50,50,Not available,0,100.205837
501048,35,M,White,Family/GP,50,70,Available and used,1,88.056999
501049,70,M,White,Surgical Specialties,44,24,Not available,0,72.721149
501050,50,M,White,Psychiatry,46,40,Not available,0,76.215423
501051,45,F,White,Ob/Gyn,47,70,Available and used,0,100.96386700000001
501052,50,M,White,Internal Medicine,47,50,"Avaliable, not used",0,87.94893
501053,60,M,Asian,Family/GP,50,50,Not available,0,91.54314699999999
501054,60,M,White,Medical Specialties,48,75,Available and used,0,92.75777099999999
501055,35,M,White,Medical Specialties,48,50,Available and used,1,104.543325
501056,45,F,White,Surgical Specialties,49,48,Available and used,0,97.18690699999999
501057,60,M,Asian,Family/GP,48,35,Available and used,0,83.315995
501058,40,M,White,Medical Specialties,48,70,Available and used,1,105.159159
501059,55,F,White,Ob/Gyn,45,50,Available and used,0,102.053384
501060,65,F,White,Medical Specialties,46,40,Available and used,1,87.93249
501061,40,M,Hispanic,Internal Medicine,50,62,,0,75.59177700000001
501062,45,M,White,Medical Specialties,46,60,Available and used,0,89.028925
501063,45,M,White,Internal Medicine,48,50,Not available,0,90.93922099999999
501064,35,F,Black,Pediatrics,49,50,Available and used,1,82.17970600000001
501065,45,M,Asian,Internal Medicine,40,40,Available and used,0,107.505356
501066,50,M,,Family/GP,48,60,,0,97.193678
501067,50,M,White,Surgical Specialties,48,60,Available and used,0,75.210193
501068,50,F,Asian,Internal Medicine,48,40,Available and used,0,139.004563
501069,70,M,White,Psychiatry,40,26,Available and used,1,66.505803
501070,70,M,Asian,Medical Specialties,45,40,Available and used,0,86.273263
501071,40,M,Asian,Surgical Specialties,50,80,Available and used,0,74.13233699999999
501072,40,M,White,Medical Specialties,45,45,Available and used,0,100.44108299999999
501073,55,M,White,Pediatrics,47,52,Available and used,0,58.44622
501074,35,F,White,Family/GP,48,60,Available and used,1,99.453936
501075,55,M,Asian,Medical Specialties,50,76,Available and used,1,89.184691
501076,65,M,White,Medical Specialties,48,53,Available and used,0,88.678178
501077,45,M,White,Medical Specialties,48,80,Available and used,1,98.55851
501078,55,F,White,Psychiatry,47,50,Available and used,1,88.467851
501079,65,M,Other,Ob/Gyn,50,65,Available and used,0,91.045088
501080,50,M,White,Medical Specialties,47,46,Available and used,0,67.664951
501081,45,M,White,Medical Specialties,48,70,Not available,0,112.16163999999999
501082,60,M,Asian,Family/GP,50,80,Available and used,1,93.654831
501083,55,M,White,Medical Specialties,46,44,Available and used,0,90.968285
501084,60,M,White,Pediatrics,40,41,Available and used,1,97.04731899999999
501085,60,M,Asian,Ob/Gyn,44,55,Available and used,0,87.772588
501086,60,M,White,Medical Specialties,46,55,Available and used,0,100.59339
501087,60,M,White,Medical Specialties,52,80,Not available,0,104.190752
501088,60,M,White,Medical Specialties,45,65,Available and used,0,87.566847
501089,65,M,White,Medical Specialties,45,50,Available and used,0,87.772588
501090,35,F,White,Ob/Gyn,42,60,Available and used,1,112.13731499999999
501091,45,M,White,Internal Medicine,48,50,Not available,1,102.055419
501092,45,F,Other,Pediatrics,48,27,Not available,1,65.85113299999999
501093,55,M,Asian,Internal Medicine,51,65,Available and used,0,101.454831
501094,40,M,White,Internal Medicine,45,50,Available and used,1,95.59265400000001
501095,50,M,White,Internal Medicine,50,70,"Avaliable, not used",0,88.16658100000001
501096,60,M,Hispanic,Medical Specialties,48,60,Available and used,0,92.17148
501097,65,M,White,Medical Specialties,48,44,Available and used,1,109.904123
501098,45,F,White,Pediatrics,49,42,Available and used,0,66.320311
501099,50,M,White,Surgical Specialties,40,60,"Avaliable, not used",0,104.84176
501100,35,M,White,Internal Medicine,48,56,Available and used,1,61.043254000000005
501101,70,M,White,Medical Specialties,50,46,Not available,0,72.50318
501102,40,M,White,Family/GP,45,60,Available and used,1,81.835876
501103,50,M,White,Medical Specialties,46,37,Available and used,1,104.699129
501104,50,M,White,Ob/Gyn,51,52,Not available,0,74.88326500000001
501105,35,F,White,Pediatrics,40,40,Available and used,0,72.351052
501106,45,M,White,Psychiatry,48,52,Available and used,1,67.10418
501107,35,F,White,Family/GP,48,80,Available and used,1,78.461493
501108,45,M,White,Surgical Specialties,51,62,Available and used,0,91.338064
501109,50,M,White,Surgical Specialties,46,30,"Avaliable, not used",0,88.449537
501110,55,M,White,Medical Specialties,46,67,Available and used,1,71.034688
501111,35,M,White,Ob/Gyn,52,54,Available and used,1,102.274066
501112,60,M,White,Ob/Gyn,48,60,Available and used,1,95.70728199999999
501113,35,M,White,Psychiatry,48,35,Available and used,0,94.67193499999999
501114,65,F,Asian,Internal Medicine,40,31,Available and used,0,110.562522
501115,40,F,White,Internal Medicine,40,25,Not available,0,85.988925
501116,35,M,Hispanic,Internal Medicine,40,80,Not available,0,112.81674299999999
501117,70,M,Other,Surgical Specialties,49,80,Available and used,1,75.25913100000001
501118,60,F,White,Medical Specialties,44,40,Available and used,1,80.147363
501119,50,M,Black,Pediatrics,47,51,Available and used,0,73.92277
501120,60,F,White,Medical Specialties,40,58,Available and used,0,100.12795799999999
501121,35,F,White,Medical Specialties,48,52,Available and used,1,96.234735
501122,60,M,White,Family/GP,48,50,Available and used,0,106.72911699999999
501123,50,M,White,Medical Specialties,52,57,Available and used,0,81.759827
501124,35,M,White,Surgical Specialties,49,62,Available and used,0,80.190706
501125,45,M,Hispanic,Pediatrics,50,55,Available and used,1,78.761713
501126,65,M,White,Medical Specialties,46,38,Available and used,0,95.67375799999999
501127,55,M,White,Medical Specialties,48,32,Available and used,0,113.25254299999999
501128,50,F,Other,Pediatrics,47,35,Available and used,1,87.21709
501129,65,M,White,Surgical Specialties,49,50,Available and used,0,65.411529
501130,55,F,White,Psychiatry,46,45,Available and used,1,91.485215
501131,60,M,White,Surgical Specialties,52,60,Available and used,0,96.354407
501132,50,M,White,Medical Specialties,49,60,Not available,0,90.164326
501133,35,F,White,Pediatrics,40,55,Available and used,0,71.873147
501134,35,M,Hispanic,Medical Specialties,50,47,Available and used,0,71.652489
501135,45,F,Asian,Internal Medicine,51,48,Not available,0,80.603318
501136,55,M,White,Internal Medicine,45,60,Available and used,1,86.385212
501137,60,F,White,Medical Specialties,48,80,Available and used,1,98.352251
501138,50,M,White,Surgical Specialties,48,54,Available and used,0,99.876589
501139,35,F,Asian,Medical Specialties,47,70,Available and used,0,93.961187
501140,50,M,White,Surgical Specialties,50,55,Available and used,1,66.567803
501141,60,M,White,Medical Specialties,50,50,Available and used,1,96.091068
501142,35,M,White,Family/GP,48,44,Available and used,0,100.181026
501143,55,F,Hispanic,Pediatrics,49,40,Available and used,1,74.73915
501144,50,M,White,Medical Specialties,47,55,Available and used,0,76.254014
501145,40,F,Asian,Medical Specialties,48,55,Not available,1,86.986897
501146,55,M,White,Surgical Specialties,44,60,Not available,0,86.7096
501147,50,M,White,Medical Specialties,48,61,Not available,0,74.36476400000001
501148,45,M,White,Medical Specialties,50,50,Available and used,1,103.82205
501149,35,F,White,Ob/Gyn,45,55,Available and used,1,106.76870100000001
501150,50,M,White,Medical Specialties,44,70,Available and used,1,88.927605
501151,55,M,White,Family/GP,46,60,Not available,0,85.449714
501152,35,M,White,Surgical Specialties,48,42,Available and used,0,93.68569699999999
501153,35,M,White,Family/GP,40,70,Available and used,0,81.747045
501154,55,M,White,Pediatrics,47,53,Available and used,0,65.63814599999999
501155,45,M,White,Psychiatry,50,45,"Avaliable, not used",0,92.3171
501156,40,M,White,Psychiatry,46,45,Available and used,1,93.97201700000001
501157,35,F,White,Medical Specialties,50,60,Available and used,1,105.59863200000001
501158,50,M,White,Surgical Specialties,47,54,Available and used,0,86.865286
501159,70,M,White,Surgical Specialties,48,51,Available and used,1,69.608813
501160,60,M,White,Family/GP,46,26,"Avaliable, not used",0,93.839037
501161,35,M,White,Internal Medicine,50,60,Available and used,1,86.378443
501162,45,M,White,Psychiatry,50,40,Available and used,1,100.301869
501163,50,M,White,Medical Specialties,47,52,Not available,0,93.65654599999999
501164,60,M,White,Internal Medicine,44,72,Available and used,1,95.258379
501165,45,F,Black,Pediatrics,52,40,Available and used,1,84.575118
501166,45,M,Black,Medical Specialties,49,45,Available and used,-9,109.494656
501167,40,F,White,Medical Specialties,46,36,Available and used,0,98.684483
501168,35,M,White,Family/GP,49,60,Available and used,1,75.712591
501169,35,M,White,Family/GP,46,44,Available and used,1,84.738654
501170,55,M,Asian,Medical Specialties,46,68,Available and used,1,96.660788
501171,70,M,Asian,Surgical Specialties,44,37,Available and used,0,85.037247
501172,60,F,Asian,Ob/Gyn,46,50,Available and used,1,94.87998499999999
501173,55,M,White,Surgical Specialties,45,54,Available and used,0,87.02337299999999
501174,40,F,Asian,Internal Medicine,50,23,Not available,1,97.452721
501175,70,M,White,Medical Specialties,46,60,Available and used,0,74.498391
501176,55,M,White,Surgical Specialties,42,80,Available and used,1,69.68436700000001
501177,65,M,White,Pediatrics,46,39,Available and used,0,67.183986
501178,45,F,White,Medical Specialties,48,40,Available and used,1,84.007142
501179,40,F,Asian,Medical Specialties,44,60,Available and used,0,93.082273
501180,35,M,Asian,Surgical Specialties,49,55,Not available,0,101.533694
501181,55,F,,Medical Specialties,48,80,Available and used,0,130.310155
501182,60,M,Hispanic,Surgical Specialties,45,10,Available and used,0,107.236075
501183,45,M,Black,Internal Medicine,40,50,Not available,0,96.931441
501184,45,M,White,Internal Medicine,50,48,Available and used,0,80.754671
501185,55,M,White,Medical Specialties,50,50,Available and used,0,87.453873
501186,50,M,White,Psychiatry,46,43,Available and used,1,111.00865900000001
501187,60,F,Asian,Family/GP,48,55,Available and used,1,125.031319
501188,60,M,White,Surgical Specialties,46,40,Available and used,0,64.972848
501189,45,M,White,Family/GP,48,53,Not available,1,95.373434
501190,70,M,White,Surgical Specialties,44,48,Not available,0,65.17195500000001
501191,55,M,White,Medical Specialties,49,60,Available and used,0,82.667485
501192,65,M,White,Medical Specialties,49,58,"Avaliable, not used",0,77.956183
501193,55,M,White,Surgical Specialties,49,80,Not available,0,72.804716
501194,45,M,White,Pediatrics,51,69,Not available,0,63.420339
501195,55,M,White,Psychiatry,49,75,Available and used,1,78.24593
501196,55,M,White,Surgical Specialties,48,58,Available and used,0,86.97520899999999
501197,60,M,White,Surgical Specialties,48,50,Available and used,0,71.922572
501198,35,M,White,Medical Specialties,48,38,Available and used,0,94.94759300000001
501199,50,M,White,Medical Specialties,48,70,Available and used,0,100.39966700000001
501200,50,M,Asian,Surgical Specialties,50,60,Available and used,0,91.507232
501201,40,M,Asian,Surgical Specialties,48,40,Available and used,1,93.384761
501202,40,M,White,Surgical Specialties,48,68,Not available,0,70.852783
501203,55,M,White,Medical Specialties,48,55,Available and used,0,89.159669
501204,45,F,White,Psychiatry,40,13,Not available,0,102.516584
501205,40,M,Black,Pediatrics,52,70,Available and used,1,77.278825
501206,35,F,White,Family/GP,49,59,Available and used,1,85.104721
501207,45,F,White,Psychiatry,46,50,Available and used,1,114.764626
501208,65,F,White,Medical Specialties,48,75,Available and used,0,91.862491
501209,40,M,White,Family/GP,47,39,Available and used,1,85.866417
501210,65,M,White,Surgical Specialties,46,52,Not available,0,56.105768999999995
501211,45,M,White,Surgical Specialties,48,53,Not available,1,108.719747
501212,55,F,Other,Pediatrics,49,51,Available and used,1,72.68732299999999
501213,40,M,Asian,Internal Medicine,50,49,Available and used,0,85.48606099999999
501214,55,M,White,Medical Specialties,48,45,Available and used,1,78.97915
501215,65,M,White,Pediatrics,51,65,Available and used,0,85.805424
501216,50,M,White,Surgical Specialties,47,50,Not available,0,85.32665
501217,55,M,White,Family/GP,48,49,Available and used,0,70.335123
501218,40,M,Asian,Surgical Specialties,49,50,Not available,0,98.511278
501219,55,M,White,Pediatrics,47,42,Available and used,0,71.24687800000001
501220,60,M,White,Surgical Specialties,46,28,Available and used,1,85.382418
501221,40,F,Asian,Family/GP,50,58,Available and used,1,108.64502399999999
501222,60,M,White,Surgical Specialties,50,60,Available and used,1,93.84474300000001
501223,45,M,White,Surgical Specialties,49,70,Available and used,0,105.520645
501224,60,M,White,Medical Specialties,46,45,Available and used,0,87.316616
501225,70,M,White,Internal Medicine,52,60,Not available,1,72.90062900000001
501226,65,M,White,Surgical Specialties,48,25,"Avaliable, not used",0,74.55309399999999
501227,55,M,White,Surgical Specialties,48,50,Not available,0,88.717469
501228,50,F,White,Pediatrics,49,42,Available and used,1,50.06504
501229,50,F,White,Pediatrics,48,24,Available and used,0,79.418655
501230,45,F,White,Family/GP,45,70,Available and used,1,73.336395
501231,40,F,White,Medical Specialties,45,51,Available and used,0,100.64611500000001
501232,40,M,White,Medical Specialties,49,80,Not available,0,67.10418
501233,70,F,Other,Internal Medicine,40,55,Not available,1,74.852723
501234,55,F,White,Family/GP,46,50,Available and used,1,74.82396700000001
501235,55,M,White,Ob/Gyn,50,56,Available and used,1,67.664951
501236,55,M,White,Medical Specialties,48,62,Available and used,0,72.415109
501237,55,M,Asian,Internal Medicine,51,66,Not available,0,100.278763
501238,50,F,White,Family/GP,46,56,Available and used,0,102.167935
501239,40,M,White,Medical Specialties,48,44,Available and used,1,85.781042
501240,45,M,White,Surgical Specialties,51,65,Available and used,0,95.09666700000001
501241,45,M,White,Medical Specialties,48,50,Available and used,0,94.37589
501242,60,M,White,Surgical Specialties,45,45,Available and used,0,93.17187
501243,35,F,Asian,Pediatrics,52,44,Available and used,1,81.820299
501244,45,M,White,Surgical Specialties,48,55,"Avaliable, not used",-9,88.878148
501245,60,F,White,Family/GP,49,42,Available and used,1,81.904116
501246,50,M,White,Medical Specialties,44,70,Not available,0,74.029746
501247,55,M,White,Family/GP,52,66,Available and used,1,74.107001
